=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.11.30 18:23:59 =~=~=~=~=~=~=~=~=~=~=~=
ESP-ROM:esp32s3-20210327
Build:Mar 27 2021
rst:0x1 (POWERON),boot:0x2b (SPI_FAST_FLASH_BOOT)
SPIWP:0xee
mode:DIO, clock div:1
load:0x3fce3818,len:0x508
load:0x403c9700,len:0x4
load:0x403c9704,len:0xad0
load:0x403cc700,len:0x29d8
entry 0x403c9880
0	0.01	0.03
1	-0.09	0.03
2	-0.13	-0.01
3	-0.07	-0.03
4	-0.06	0.00
5	-0.06	0.00
6	-0.03	-0.03
7	0.02	0.02
8	-0.12	-0.01
9	-0.12	-0.03
10	-0.05	0.02
11	-0.03	0.03
12	-0.05	0.00
13	-0.07	-0.03
14	-0.14	0.02
15	-0.16	0.00
16	-0.10	0.00
17	-0.06	-0.04
18	-0.03	0.02
19	-0.09	0.03
20	-0.12	-0.01
21	-0.07	-0.01
22	-0.02	0.00
23	0.02	0.03
24	-0.05	0.00
25	-0.13	-0.01
26	-0.06	0.03
27	-0.13	0.00
28	-0.02	-0.01
29	-0.02	0.00
30	-0.10	0.02
31	-0.02	-0.01
32	-0.13	-0.03
33	-0.05	0.03
34	-0.13	0.02
35	-0.07	0.00
36	0.01	0.03
37	-0.07	0.05
38	-0.06	0.00
39	-0.16	-0.03
40	-0.10	0.00
41	-0.10	0.00
42	-0.05	-0.03
43	-0.02	0.02
44	0.02	0.02
45	-0.07	0.00
46	-0.01	-0.01
47	-0.09	0.00
48	-0.05	-0.01
49	-0.12	-0.01
50	-0.02	0.00
51	-0.10	-0.03
52	-0.07	-0.01
53	-0.10	-0.03
54	-0.02	-0.01
55	-0.07	0.00
56	-0.06	0.02
57	-0.07	0.00
58	-0.10	0.03
59	-0.10	-0.01
60	-0.02	-0.03
61	-0.12	0.00
62	-0.02	-0.01
63	-0.09	0.00
64	-0.13	0.00
65	-0.09	0.02
66	-0.14	0.00
67	-0.12	0.02
68	-0.09	0.03
69	-0.10	0.00
70	-0.12	0.00
71	-0.17	-0.01
72	-0.06	0.00
73	-0.09	-0.01
74	-0.13	0.00
75	-0.05	0.03
76	-0.07	-0.01
77	-0.05	-0.01
78	-0.06	0.00
79	0.02	-0.03
80	-0.05	-0.01
81	-0.03	0.00
82	-0.06	0.00
83	-0.10	0.03
84	-0.09	0.02
85	-0.06	0.00
86	-0.07	0.02
87	-0.13	0.03
88	-0.03	0.02
89	-0.07	0.00
90	-0.05	-0.03
91	-0.05	0.00
92	-0.10	0.05
93	-0.02	0.02
94	-0.02	0.00
95	0.01	0.05
96	-0.07	0.02
97	-0.06	-0.01
98	-0.09	0.00
99	-0.05	0.06
100	-0.13	0.02
101	-0.09	-0.01
102	-0.07	0.02
103	-0.03	-0.03
104	-0.10	0.02
105	-0.10	0.03
106	-0.02	0.00
107	-0.09	0.03
108	-0.10	-0.01
109	-0.05	0.02
110	-0.05	-0.01
111	-0.06	0.02
112	-0.09	0.02
113	-0.03	-0.01
114	-0.01	-0.01
115	-0.14	-0.03
116	-0.07	0.02
117	-0.09	0.02
118	-0.03	-0.01
119	-0.13	-0.01
120	-0.06	-0.01
121	0.04	-0.04
122	-0.03	0.03
123	-0.09	-0.03
124	-0.10	-0.03
125	-0.05	-0.01
126	-0.02	0.02
127	-0.07	0.00
128	0.01	0.02
129	-0.10	0.00
130	-0.06	0.02
131	-0.02	-0.01
132	0.02	0.00
133	-0.06	0.00
134	-0.03	-0.01
135	-0.02	-0.01
136	0.04	0.02
137	-0.10	0.02
138	-0.02	0.00
139	-0.10	-0.01
140	-0.14	0.00
141	-0.07	-0.01
142	-0.09	0.03
143	-0.12	-0.01
144	-0.05	0.03
145	-0.02	-0.04
146	-0.03	0.03
147	-0.02	-0.01
148	-0.07	-0.01
149	-0.07	-0.04
150	-0.03	0.00
151	-0.12	-0.01
152	-0.03	0.00
153	-0.10	0.02
154	-0.07	-0.01
155	-0.12	0.00
156	-0.09	-0.01
157	-0.12	0.02
158	-0.01	-0.01
159	-0.06	-0.01
160	-0.03	0.00
161	-0.07	-0.01
162	-0.10	0.02
163	-0.09	-0.01
164	-0.12	0.00
165	-0.13	-0.01
166	-0.07	0.00
167	-0.10	-0.01
168	-0.12	0.03
169	-0.07	0.00
170	-0.02	-0.01
171	-0.03	0.05
172	-0.03	0.03
173	-0.06	-0.01
174	-0.01	-0.03
175	-0.09	0.00
176	-0.05	0.00
177	-0.03	0.00
178	-0.03	-0.04
179	-0.06	-0.01
180	-0.06	-0.03
181	-0.01	-0.01
182	-0.06	0.03
183	0.06	-0.03
184	-0.06	0.02
185	-0.02	0.05
186	-0.05	-0.03
187	-0.05	-0.01
188	-0.10	0.00
189	-0.07	0.00
190	-0.02	0.03
191	-0.01	0.00
192	-0.05	-0.03
193	-0.12	0.00
194	-0.02	0.03
195	-0.05	0.02
196	-0.06	0.03
197	-0.06	0.00
198	-0.17	0.00
199	-0.07	0.00
200	-0.13	-0.01
201	-0.02	0.00
202	-0.09	0.03
203	-0.07	0.05
204	-0.07	0.03
205	-0.02	0.00
206	-0.09	-0.01
207	0.05	-0.03
208	-0.02	0.00
209	-0.06	-0.03
210	0.01	-0.03
211	-0.06	-0.01
212	-0.07	-0.04
213	-0.07	0.00
214	-0.09	-0.01
215	-0.03	0.05
216	-0.03	-0.01
217	-0.07	0.02
218	-0.05	0.00
219	-0.16	-0.01
220	-0.10	0.00
221	-0.10	0.02
222	-0.05	0.00
223	-0.07	-0.01
224	-0.12	0.02
225	-0.03	-0.01
226	-0.02	0.02
227	-0.02	0.00
228	-0.10	0.00
229	0.01	0.00
230	-0.03	-0.03
231	-0.02	-0.01
232	-0.03	-0.01
233	-0.03	-0.03
234	-0.10	-0.04
235	-0.09	0.02
236	-0.02	0.02
237	-0.01	0.00
238	0.01	-0.01
239	-0.10	0.00
240	-0.01	-0.01
241	-0.13	0.02
242	-0.09	0.02
243	-0.12	-0.01
244	-0.05	0.00
245	-0.10	0.02
246	-0.20	0.03
247	-0.02	0.02
248	-0.12	0.02
249	-0.10	0.03
250	-0.03	0.02
251	-0.13	0.02
252	-0.07	0.00
253	-0.02	-0.01
254	-0.06	0.00
255	-0.03	0.02
256	-0.10	-0.01
257	-0.13	0.05
258	-0.05	0.03
259	-0.02	0.05
260	-0.13	0.02
261	-0.07	0.00
262	-0.09	0.02
263	-0.02	0.05
264	-0.14	-0.01
265	-0.02	-0.01
266	-0.12	0.00
267	-0.17	-0.01
268	-0.06	0.00
269	-0.07	0.05
270	-0.06	0.00
271	-0.05	0.02
272	-0.09	-0.03
273	-0.06	-0.01
274	-0.07	-0.01
275	0.02	-0.01
276	-0.09	0.03
277	-0.06	-0.01
278	-0.05	0.00
279	-0.03	0.02
280	-0.09	0.00
281	-0.07	-0.03
282	-0.05	0.02
283	-0.13	-0.01
284	-0.12	-0.01
285	-0.06	-0.01
286	-0.05	0.00
287	-0.05	0.03
288	-0.02	-0.01
289	-0.10	-0.01
290	-0.02	0.00
291	-0.05	-0.03
292	-0.02	0.00
293	-0.06	0.02
294	-0.02	0.00
295	-0.13	-0.01
296	-0.06	-0.01
297	-0.05	0.03
298	-0.07	0.02
299	-0.06	-0.01
300	-0.02	-0.01
301	-0.05	0.03
302	-0.06	0.03
303	-0.07	-0.01
304	-0.01	-0.01
305	-0.02	0.00
306	-0.05	0.02
307	-0.01	0.02
308	-0.09	-0.01
309	-0.07	0.00
310	-0.09	0.00
311	-0.05	0.02
312	-0.03	0.02
313	-0.05	0.06
314	-0.09	0.02
315	-0.13	-0.03
316	-0.09	0.00
317	-0.10	0.05
318	-0.09	0.02
319	-0.07	0.00
320	0.01	0.03
321	0.04	0.00
322	-0.05	0.03
323	-0.05	0.00
324	-0.14	0.00
325	-0.05	0.05
326	-0.12	0.02
327	-0.06	-0.01
328	-0.09	0.00
329	-0.05	-0.01
330	-0.10	-0.03
331	-0.13	0.02
332	-0.07	0.02
333	-0.05	0.00
334	-0.09	0.00
335	-0.07	-0.01
336	-0.17	-0.01
337	-0.01	-0.01
338	-0.07	0.03
339	-0.09	0.03
340	-0.09	-0.04
341	-0.07	0.00
342	-0.12	-0.04
343	-0.07	0.06
344	0.01	0.02
345	-0.03	0.02
346	-0.09	0.03
347	-0.02	0.02
348	-0.10	0.00
349	0.01	0.03
350	-0.01	0.00
351	-0.12	0.00
352	0.01	0.02
353	-0.10	0.05
354	-0.01	0.00
355	-0.16	0.00
356	-0.05	0.00
357	-0.05	-0.03
358	-0.09	0.00
359	-0.05	-0.01
360	-0.12	0.02
361	-0.07	0.02
362	-0.09	-0.03
363	-0.07	0.05
364	-0.14	0.03
365	-0.10	0.02
366	-0.02	-0.01
367	-0.06	-0.01
368	-0.03	-0.01
369	-0.10	0.02
370	-0.05	0.03
371	-0.12	-0.01
372	-0.09	0.05
373	-0.06	0.00
374	-0.02	0.00
375	-0.01	0.00
376	-0.05	0.00
377	-0.01	0.03
378	-0.13	0.00
379	-0.05	0.02
380	-0.07	0.02
381	-0.03	0.02
382	-0.03	0.02
383	-0.06	-0.01
384	-0.12	0.00
385	-0.10	0.05
386	-0.16	0.03
387	-0.06	-0.01
388	-0.05	-0.03
389	-0.12	0.00
390	-0.10	-0.04
391	-0.03	0.00
392	-0.02	0.03
393	-0.03	0.00
394	-0.12	0.02
395	-0.10	-0.01
396	-0.05	0.00
397	-0.10	-0.03
398	-0.05	-0.01
399	-0.06	0.00
400	-0.06	0.00
401	0.06	-0.01
402	0.01	0.00
403	0.01	0.00
404	-0.02	0.00
405	-0.03	0.02
406	-0.06	0.02
407	-0.13	0.02
408	-0.09	-0.01
409	-0.13	0.00
410	-0.02	0.02
411	-0.06	0.02
412	-0.07	0.03
413	-0.06	-0.01
414	-0.09	-0.01
415	-0.14	-0.06
416	-0.12	-0.03
417	-0.13	-0.01
418	-0.09	-0.01
419	-0.03	-0.01
420	-0.12	0.03
421	-0.03	0.00
422	-0.07	0.02
423	-0.10	0.02
424	-0.09	0.00
425	-0.03	0.02
426	-0.09	-0.01
427	-0.10	-0.01
428	-0.07	0.03
429	-0.10	0.03
430	-0.10	0.02
431	-0.10	-0.03
432	-0.13	0.02
433	-0.10	0.00
434	-0.06	0.02
435	-0.14	-0.03
436	-0.12	-0.03
437	-0.06	-0.03
438	-0.14	0.00
439	0.01	0.00
440	-0.07	0.02
441	-0.07	-0.01
442	-0.05	0.00
443	-0.05	0.02
444	-0.14	-0.03
445	-0.10	-0.01
446	-0.05	0.00
447	-0.06	-0.01
448	-0.05	-0.03
449	-0.03	0.02
450	-0.07	0.02
451	-0.09	0.02
452	-0.03	0.00
453	-0.07	-0.01
454	-0.10	0.03
455	0.02	0.00
456	-0.03	0.00
457	-0.06	0.00
458	-0.07	-0.03
459	-0.05	-0.01
460	-0.05	0.02
461	-0.07	-0.01
462	-0.10	-0.01
463	-0.09	-0.01
464	-0.06	0.03
465	-0.09	0.02
466	-0.09	0.00
467	-0.13	-0.04
468	-0.03	0.02
469	-0.07	-0.01
470	-0.10	0.00
471	-0.10	0.02
472	-0.06	-0.01
473	-0.01	0.03
474	-0.12	0.00
475	-0.06	0.02
